#x y z mass
#[Mpc/h] [Mpc/h] [Mpc/h] [Msun/h]
138.4443 19.2597 59.1162 0.2652E+13
50.4413 34.9308 104.2253 0.2652E+13
24.6518 77.8094 109.3221 0.2652E+13
2.0326 81.8988 136.7323 0.2652E+13
11.9157 6.0574 51.2504 0.2652E+13
176.1409 182.9874 27.2963 0.2652E+13
104.9906 158.2113 18.6980 0.2652E+13
123.5964 133.9944 2.9585 0.2652E+13
168.4701 120.8802 27.8855 0.2652E+13
20.7146 191.8904 128.5896 0.2652E+13
124.9619 171.6063 112.2009 0.2652E+13
152.8021 176.1485 104.1350 0.2652E+13
24.7656 97.2429 178.3520 0.2652E+13
3.1176 26.0547 154.5772 0.2652E+13
83.3847 42.6777 156.4647 0.2652E+13
80.4457 186.5546 84.5788 0.2647E+13
96.1991 167.3799 85.6225 0.2647E+13
105.2107 64.2862 10.2421 0.2647E+13
162.6980 48.6731 9.4585 0.2647E+13
31.0647 148.2518 18.7695 0.2647E+13
161.5111 55.5455 125.4935 0.2647E+13
72.2744 4.5187 66.3416 0.2647E+13
32.3133 34.4110 50.9090 0.2647E+13
120.2808 99.0359 143.1485 0.2647E+13
157.3662 176.5938 91.1274 0.2647E+13
14.9460 16.8400 21.8097 0.2647E+13
168.2410 12.2087 71.7414 0.2647E+13
119.8218 11.6583 73.2959 0.2647E+13
98.1750 185.0780 19.2205 0.2647E+13
30.3192 104.4615 131.2970 0.2647E+13
45.0193 170.6535 122.7288 0.2647E+13
36.8045 197.6608 111.8887 0.2647E+13
104.1015 195.0912 126.3608 0.2647E+13
78.0338 8.7967 167.3793 0.2647E+13
118.0576 194.5563 161.7559 0.2642E+13
161.3042 189.6448 179.2104 0.2642E+13
32.1625 173.7121 191.2247 0.2642E+13
63.8932 188.7522 181.6092 0.2642E+13
124.3189 39.7954 185.1233 0.2642E+13
77.4908 189.3668 48.1572 0.2642E+13
0.4030 159.8442 76.7167 0.2642E+13
178.9802 86.3865 20.4144 0.2642E+13
150.4673 93.3509 2.7474 0.2642E+13
78.1847 152.6847 34.1449 0.2642E+13
2.6187 135.7119 25.8933 0.2642E+13
61.7186 114.4183 9.2660 0.2642E+13
2.3862 88.0483 51.1521 0.2642E+13
138.1222 180.2190 74.9814 0.2642E+13
126.1641 110.7280 76.8917 0.2642E+13
138.3236 142.4639 46.9028 0.2642E+13
92.4563 27.8679 2.4711 0.2642E+13
152.2711 98.2038 193.7499 0.2642E+13
138.6529 71.8062 86.6783 0.2642E+13
37.8076 68.9738 117.8788 0.2642E+13
174.5290 182.0327 33.2462 0.2642E+13
38.0817 182.5187 114.5516 0.2642E+13
6.3278 151.0353 109.5738 0.2642E+13
64.4429 19.1558 163.2446 0.2642E+13
76.5266 33.1673 190.9840 0.2642E+13
186.7655 115.0983 194.5525 0.2637E+13
11.0154 142.1707 169.1653 0.2637E+13
8.9906 149.4174 191.3218 0.2637E+13
155.6201 39.5762 179.8447 0.2637E+13
125.3450 71.3943 175.7003 0.2637E+13
81.3922 186.0030 60.8314 0.2637E+13
76.1036 196.6872 50.0332 0.2637E+13
28.1109 196.0608 60.9451 0.2637E+13
76.1615 168.1993 31.8076 0.2637E+13
119.7644 100.1448 47.8981 0.2637E+13
130.0945 174.4633 56.7598 0.2637E+13
5.3972 41.2021 14.0274 0.2637E+13
115.2360 47.9874 57.5506 0.2637E+13
107.3508 14.8394 71.1450 0.2637E+13
154.7028 70.2468 107.3656 0.2637E+13
58.5814 84.4348 97.3841 0.2637E+13
34.9054 84.2028 136.7062 0.2637E+13
85.7834 17.5409 103.1157 0.2637E+13
114.1247 0.1084 137.8814 0.2637E+13
37.4311 129.4021 125.7507 0.2637E+13
5.0323 133.5729 133.9377 0.2637E+13
73.8325 187.6679 120.6455 0.2637E+13
55.7760 173.3192 141.8192 0.2637E+13
173.0938 189.7337 108.4035 0.2637E+13
156.5703 187.3673 98.7799 0.2637E+13
90.3792 22.9631 196.2242 0.2637E+13
181.8386 113.0768 191.2284 0.2632E+13
62.4568 150.7415 195.6952 0.2632E+13
133.5818 2.1270 196.8933 0.2632E+13
14.1130 141.9594 76.8592 0.2632E+13
88.1005 178.4908 61.9353 0.2632E+13
87.0906 147.7607 63.7307 0.2632E+13
101.7091 62.4873 30.6237 0.2632E+13
191.7704 81.0456 113.4672 0.2632E+13
65.9197 20.7008 84.6271 0.2632E+13
181.6866 116.0125 193.2930 0.2632E+13
133.9548 183.0915 68.8474 0.2632E+13
53.1148 96.0717 11.6323 0.2632E+13
12.9953 81.8139 124.3617 0.2632E+13
44.5197 179.5108 137.0121 0.2632E+13
98.5951 183.7848 58.5766 0.2632E+13
198.0815 117.6209 113.1894 0.2632E+13
158.5153 173.4040 131.9481 0.2632E+13
80.4044 32.8896 173.4979 0.2632E+13
83.4706 15.6042 158.7098 0.2632E+13
190.0286 121.0109 158.8369 0.2627E+13
180.3857 130.5085 152.7807 0.2627E+13
114.0837 166.6009 175.9667 0.2627E+13
69.1217 160.4043 167.5989 0.2627E+13
173.3918 29.6569 163.3639 0.2627E+13
199.1226 195.8242 49.7539 0.2627E+13
80.7380 162.0054 65.2017 0.2627E+13
22.2917 110.9538 89.4890 0.2627E+13
84.1935 164.1916 89.5711 0.2627E+13
11.6908 161.5743 39.0938 0.2627E+13
33.4323 128.2322 34.7381 0.2627E+13
87.7806 152.5387 41.1672 0.2627E+13
168.2835 16.9162 138.0300 0.2627E+13
118.0583 23.2314 118.2096 0.2627E+13
184.5803 174.3681 52.7000 0.2627E+13
101.7716 180.7445 63.4138 0.2627E+13
132.3858 60.2796 67.9312 0.2627E+13
134.2802 49.7506 58.1556 0.2627E+13
45.8176 27.9219 105.2088 0.2627E+13
3.5133 88.5419 107.9651 0.2627E+13
98.3285 182.2803 100.6682 0.2627E+13
125.1870 175.2301 6.0574 0.2627E+13
29.9993 195.0108 43.9696 0.2627E+13
48.1914 139.5387 126.5356 0.2627E+13
80.7473 152.3638 111.6407 0.2627E+13
38.5722 191.2775 116.0221 0.2627E+13
114.6196 160.0743 117.5149 0.2627E+13
94.2347 95.8271 157.2655 0.2627E+13
27.6230 79.7113 166.7985 0.2627E+13
144.3854 159.6686 154.9570 0.2622E+13
136.1271 31.0842 181.2762 0.2622E+13
194.0964 48.3978 180.4226 0.2622E+13
76.6317 123.7031 87.4351 0.2622E+13
103.0198 60.7727 56.8685 0.2622E+13
170.0469 19.3186 2.5186 0.2622E+13
111.3289 69.6963 8.5564 0.2622E+13
185.6395 26.2313 49.3457 0.2622E+13
151.6379 91.5829 5.5188 0.2622E+13
4.8980 147.4392 2.8038 0.2622E+13
44.1231 180.6970 9.4878 0.2622E+13
162.6764 10.7536 124.1051 0.2622E+13
199.3125 88.9221 123.6875 0.2622E+13
139.4141 37.1880 147.6872 0.2622E+13
132.8860 45.4318 199.5733 0.2622E+13
49.8131 85.4064 45.4700 0.2622E+13
39.3173 27.9610 32.0454 0.2622E+13
168.1448 61.4269 83.9984 0.2622E+13
64.3460 79.9749 102.8524 0.2622E+13
106.0918 186.2445 35.2716 0.2622E+13
91.1215 189.6911 117.9685 0.2622E+13
160.4728 118.1221 101.9992 0.2622E+13
63.4688 62.9468 185.8399 0.2622E+13
93.2029 20.5883 151.6171 0.2622E+13
66.4494 192.4612 196.9280 0.2622E+13
132.0061 191.7266 164.5647 0.2617E+13
113.2794 160.3517 199.1266 0.2617E+13
40.5603 126.6490 163.7390 0.2617E+13
44.5032 183.4703 173.2348 0.2617E+13
4.7184 117.3860 30.5219 0.2617E+13
196.8414 63.5168 162.3473 0.2617E+13
131.4115 1.2424 182.0922 0.2617E+13
13.9079 151.0726 160.6268 0.2617E+13
74.9395 140.5510 43.5884 0.2617E+13
62.9839 173.6209 51.8410 0.2617E+13
101.9273 26.9448 32.8086 0.2617E+13
129.1786 97.0510 39.8972 0.2617E+13
185.7471 75.5513 29.8701 0.2617E+13
193.7649 65.7533 24.1362 0.2617E+13
71.3926 158.9504 31.1938 0.2617E+13
11.6104 135.7849 11.2399 0.2617E+13
10.3408 56.6894 42.6845 0.2617E+13
68.3790 101.2920 57.5790 0.2617E+13
151.7082 114.5224 71.3452 0.2617E+13
12.0719 73.2031 6.4008 0.2617E+13
140.4634 57.7275 108.3571 0.2617E+13
78.3127 62.3847 92.7978 0.2617E+13
123.6255 112.3121 28.0311 0.2617E+13
131.4145 142.4227 23.1944 0.2617E+13
134.7883 178.4481 35.8098 0.2617E+13
162.9246 120.1374 143.7180 0.2617E+13
86.6544 40.8453 181.8877 0.2617E+13
51.3952 123.6201 195.5999 0.2612E+13
192.6889 57.4255 169.4509 0.2612E+13
140.5695 10.2676 160.8549 0.2612E+13
157.1828 36.1539 168.3595 0.2612E+13
41.7973 196.9398 51.5429 0.2612E+13
5.4249 126.3680 58.3381 0.2612E+13
31.5515 119.6764 59.8544 0.2612E+13
2.6462 195.0607 78.6443 0.2612E+13
134.7021 29.5519 27.6593 0.2612E+13
60.4048 181.3850 0.6795 0.2612E+13
82.0135 100.4557 38.5067 0.2612E+13
159.9698 4.6307 95.8497 0.2612E+13
141.2282 158.6978 13.6994 0.2612E+13
108.8201 155.9658 26.9956 0.2612E+13
114.2588 199.0696 137.7058 0.2612E+13
192.8669 175.5397 113.7686 0.2612E+13
153.4794 123.2968 135.2087 0.2612E+13
118.6977 128.0160 132.9299 0.2612E+13
47.3237 17.6283 153.9100 0.2612E+13
81.4226 52.9469 153.3524 0.2612E+13
6.4799 89.9034 155.3605 0.2612E+13
86.2609 13.3160 177.3080 0.2612E+13
81.0598 129.1994 187.9390 0.2606E+13
184.6463 97.1289 160.7984 0.2606E+13
142.4626 74.9252 167.7072 0.2606E+13
7.7054 197.9160 179.4607 0.2606E+13
96.2032 165.1091 103.0939 0.2606E+13
10.3009 171.1290 99.2762 0.2606E+13
149.1264 6.1918 149.4184 0.2606E+13
15.9969 148.1937 15.8692 0.2606E+13
157.5780 89.7630 132.4951 0.2606E+13
55.5230 7.7470 78.1561 0.2606E+13
118.7763 151.7661 88.1538 0.2606E+13
117.6220 173.9806 55.7534 0.2606E+13
32.5238 18.6755 137.7086 0.2606E+13
92.0829 3.6983 99.4010 0.2606E+13
116.8763 194.5940 14.4513 0.2606E+13
179.9207 177.4600 23.6019 0.2606E+13
135.7328 108.0568 6.9884 0.2606E+13
144.6016 111.4384 14.7314 0.2606E+13
82.8213 165.5914 146.0098 0.2606E+13
35.7174 115.0077 115.3149 0.2606E+13
16.3677 139.6706 135.5728 0.2606E+13
24.2000 67.8270 167.3811 0.2606E+13
131.2104 123.2225 192.6529 0.2601E+13
185.6890 113.4844 192.8145 0.2601E+13
34.9939 172.0305 177.3313 0.2601E+13
129.6164 37.0427 195.0479 0.2601E+13
4.9238 193.4529 44.9165 0.2601E+13
75.2207 158.6076 90.3344 0.2601E+13
25.4277 164.9543 89.7979 0.2601E+13
132.2475 73.4948 48.1797 0.2601E+13
198.2048 67.8920 3.7718 0.2601E+13
103.1132 24.5854 8.1553 0.2601E+13
100.0222 23.3296 29.1157 0.2601E+13
186.7569 23.5892 43.2674 0.2601E+13
79.8078 175.9736 25.1114 0.2601E+13
94.1707 141.4228 10.1868 0.2601E+13
173.6867 121.5746 199.5198 0.2601E+13
46.4964 106.5089 101.0075 0.2601E+13
99.5715 112.3776 96.9789 0.2601E+13
150.3624 182.2430 71.4787 0.2601E+13
142.0329 146.0877 45.5649 0.2601E+13
22.9969 38.4646 20.1732 0.2601E+13
5.7399 82.1934 39.1739 0.2601E+13
28.7587 48.9934 17.2548 0.2601E+13
42.5243 92.4491 33.6503 0.2601E+13
166.0847 12.9636 90.1186 0.2601E+13
4.6413 103.2152 138.1352 0.2601E+13
95.9231 67.8313 109.3539 0.2601E+13
166.1207 132.2173 21.5124 0.2601E+13
21.5903 149.2847 145.5493 0.2601E+13
170.6089 190.5793 133.2397 0.2601E+13
151.7713 123.5077 110.6357 0.2601E+13
146.0733 127.5748 125.3617 0.2601E+13
95.7918 149.0404 195.4664 0.2596E+13
53.6027 139.0667 178.8429 0.2596E+13
168.0204 70.8863 169.4210 0.2596E+13
130.9133 71.5874 186.5533 0.2596E+13
183.3098 79.8742 187.5455 0.2596E+13
130.5672 11.3656 11.8894 0.2596E+13
189.8130 30.0921 11.0675 0.2596E+13
96.7744 177.1583 35.9676 0.2596E+13
52.2320 104.9437 74.6671 0.2596E+13
46.5226 142.4791 43.1760 0.2596E+13
139.1293 21.1364 103.4676 0.2596E+13
151.1459 51.8499 75.5575 0.2596E+13
7.7589 89.1568 94.0867 0.2596E+13
24.5143 30.3242 123.8966 0.2596E+13
31.2433 74.7068 135.0929 0.2596E+13
187.3804 157.9809 28.9185 0.2596E+13
128.3629 172.2267 8.9663 0.2596E+13
129.1502 164.1099 23.1515 0.2596E+13
196.6832 110.1705 2.9592 0.2596E+13
11.7226 134.0189 137.7127 0.2596E+13
13.9106 99.4826 184.8256 0.2596E+13
20.8875 44.7330 148.4865 0.2596E+13
187.2606 147.7333 168.1730 0.2591E+13
77.7745 177.4220 190.0527 0.2591E+13
190.0310 10.1132 161.2241 0.2591E+13
31.8742 110.6091 94.3025 0.2591E+13
40.7302 123.1579 56.9267 0.2591E+13
38.9712 161.3821 46.4545 0.2591E+13
29.6237 131.5379 73.5345 0.2591E+13
176.0541 33.2922 29.3650 0.2591E+13
147.5049 26.7071 12.0692 0.2591E+13
41.5825 129.2684 8.9060 0.2591E+13
126.1725 41.0457 113.5040 0.2591E+13
22.3947 55.7012 76.0241 0.2591E+13
32.2930 15.3717 63.0961 0.2591E+13
81.0421 44.3131 72.9386 0.2591E+13
134.1577 145.6014 89.5132 0.2591E+13
147.9857 131.2004 60.2100 0.2591E+13
190.9474 173.4063 90.3279 0.2591E+13
132.3257 150.4355 44.1261 0.2591E+13
116.4667 178.4109 64.8709 0.2591E+13
36.3589 79.7280 39.3315 0.2591E+13
154.3930 29.6453 66.3140 0.2591E+13
78.0091 26.8223 96.4249 0.2591E+13
172.0726 136.5073 34.8066 0.2591E+13
56.8059 176.4947 150.8558 0.2591E+13
7.4268 151.5605 129.5668 0.2591E+13
134.2501 185.2242 177.1742 0.2586E+13
168.3361 170.1339 196.8678 0.2586E+13
81.2901 174.3932 189.3854 0.2586E+13
75.5889 150.1743 101.9359 0.2586E+13
53.7510 178.7899 69.8937 0.2586E+13
86.4452 143.5323 101.3797 0.2586E+13
2.3893 180.8213 69.3868 0.2586E+13
126.2499 62.5924 12.6338 0.2586E+13
5.0675 178.6292 40.8519 0.2586E+13
18.3674 119.8917 40.8502 0.2586E+13
68.1609 175.1772 21.3489 0.2586E+13
24.9747 150.3911 16.1914 0.2586E+13
128.2990 80.5238 145.1153 0.2586E+13
14.9227 100.7203 74.3320 0.2586E+13
59.7990 4.2151 78.1683 0.2586E+13
149.2588 12.6498 156.2566 0.2586E+13
37.1710 99.0406 10.8044 0.2586E+13
79.3421 26.3944 17.4882 0.2586E+13
63.7970 77.8194 25.2141 0.2586E+13
43.6625 81.5725 19.2913 0.2586E+13
106.9942 83.5056 108.1243 0.2586E+13
97.9586 48.1117 98.3873 0.2586E+13
198.2013 122.2315 72.9416 0.2586E+13
109.0777 167.6905 8.7078 0.2586E+13
51.1038 173.8787 127.1971 0.2586E+13
131.1878 109.4285 119.1785 0.2586E+13
144.2520 191.9928 143.7024 0.2586E+13
64.8696 32.5954 163.3174 0.2586E+13
41.6569 171.5774 155.1060 0.2581E+13
177.6610 115.3064 166.9967 0.2581E+13
38.7636 166.5400 172.7065 0.2581E+13
118.5786 7.0280 180.9835 0.2581E+13
183.8860 69.9736 179.9997 0.2581E+13
79.7683 21.0044 89.8563 0.2581E+13
79.4818 187.9031 60.0288 0.2581E+13
35.7671 152.5050 84.9185 0.2581E+13
193.8141 97.1533 28.3289 0.2581E+13
171.2670 5.7841 50.5180 0.2581E+13
9.1425 168.7313 24.3101 0.2581E+13
46.7113 191.3977 34.1533 0.2581E+13
132.9767 42.1827 118.4770 0.2581E+13
187.2372 38.2720 130.0266 0.2581E+13
141.4982 40.9112 135.6680 0.2581E+13
121.1332 78.8215 120.3615 0.2581E+13
174.3131 8.1733 122.8696 0.2581E+13
26.6933 107.7742 79.1765 0.2581E+13
57.2281 109.5485 65.1883 0.2581E+13
196.2121 156.0943 87.7295 0.2581E+13
160.0430 38.0862 72.8174 0.2581E+13
115.1969 40.2987 66.8931 0.2581E+13
95.0527 182.7023 161.0535 0.2581E+13
13.2230 68.9169 125.6293 0.2581E+13
72.5945 71.1929 122.1565 0.2581E+13
87.6549 54.2858 104.4870 0.2581E+13
176.4413 128.6943 33.2294 0.2581E+13
161.9749 120.4355 30.9214 0.2581E+13
68.5662 124.8851 107.5425 0.2581E+13
153.0049 190.7829 94.3768 0.2581E+13
156.8921 199.0874 112.7624 0.2581E+13
197.5486 193.7310 138.6000 0.2581E+13
66.9873 30.7499 151.1870 0.2581E+13
129.6743 172.5992 163.4246 0.2576E+13
170.6107 183.8232 176.0538 0.2576E+13
180.5249 106.6799 194.0796 0.2576E+13
191.1474 118.9500 195.4650 0.2576E+13
115.2776 171.7363 172.8826 0.2576E+13
84.8331 114.2355 165.2384 0.2576E+13
10.9319 149.8464 164.4281 0.2576E+13
98.1900 190.5810 188.1091 0.2576E+13
45.3040 179.2216 188.8124 0.2576E+13
117.7588 162.9252 176.6642 0.2576E+13
140.6379 3.8824 158.4581 0.2576E+13
169.5115 48.9742 157.9884 0.2576E+13
128.2227 78.6272 191.6148 0.2576E+13
45.2994 186.4188 92.0770 0.2576E+13
139.4098 10.3765 17.8798 0.2576E+13
105.9723 67.0556 28.4791 0.2576E+13
121.5032 20.0603 31.3131 0.2576E+13
119.9751 74.6695 32.4665 0.2576E+13
178.1704 32.1015 45.1008 0.2576E+13
62.2895 128.8417 1.8243 0.2576E+13
90.5508 152.3835 25.2213 0.2576E+13
154.0211 178.4473 78.3837 0.2576E+13
107.9825 168.0292 42.0095 0.2576E+13
156.3189 163.8670 64.9629 0.2576E+13
187.6923 194.9758 57.0948 0.2576E+13
33.7055 27.2807 32.3572 0.2576E+13
72.3178 10.2531 38.4284 0.2576E+13
59.0914 41.6161 32.8947 0.2576E+13
58.2590 48.7741 34.5994 0.2576E+13
72.4885 46.6719 43.4307 0.2576E+13
18.1825 83.3523 116.6402 0.2576E+13
16.8129 83.3964 123.3820 0.2576E+13
84.3084 72.6444 113.5337 0.2576E+13
160.2517 188.1040 23.4172 0.2576E+13
194.4127 187.2812 29.0145 0.2576E+13
123.4704 155.3225 20.9258 0.2576E+13
194.2507 168.3257 34.6488 0.2576E+13
178.3818 126.3192 6.7356 0.2576E+13
26.8312 184.8484 151.9050 0.2576E+13
192.9701 101.9218 120.0739 0.2576E+13
135.2477 101.6052 128.9497 0.2576E+13
20.2038 91.1223 149.5661 0.2576E+13
111.0863 170.6100 190.4766 0.2571E+13
172.4510 26.6786 197.9952 0.2571E+13
161.9183 13.4110 173.8395 0.2571E+13
57.6567 190.9276 97.9399 0.2571E+13
67.7335 191.1775 51.1711 0.2571E+13
37.8842 178.0542 92.8514 0.2571E+13
97.2725 115.1469 100.1260 0.2571E+13
149.6859 96.4143 21.8522 0.2571E+13
123.6074 30.1233 7.0256 0.2571E+13
137.0287 61.0440 116.5884 0.2571E+13
161.7567 9.9085 144.6813 0.2571E+13
104.7068 61.1510 130.5212 0.2571E+13
11.2907 34.4784 45.5175 0.2571E+13
136.2441 52.8750 91.4470 0.2571E+13
177.8450 38.7476 153.6635 0.2571E+13
81.0032 194.2141 157.5053 0.2571E+13
154.0135 172.0944 97.6726 0.2571E+13
142.1948 119.8963 115.6026 0.2571E+13
193.4366 133.2917 146.6435 0.2571E+13
85.6007 64.0838 194.5763 0.2571E+13
156.1461 132.4890 163.4032 0.2566E+13
158.5138 109.0750 156.7392 0.2566E+13
57.3316 111.3389 176.2494 0.2566E+13
37.2426 118.5140 166.0137 0.2566E+13
53.9253 130.4780 93.6970 0.2566E+13
13.8284 155.2890 50.8489 0.2566E+13
98.8754 147.6643 70.3038 0.2566E+13
138.9442 94.6460 126.9322 0.2566E+13
132.4477 34.5478 115.4394 0.2566E+13
148.0502 9.6964 151.9171 0.2566E+13
113.8741 25.1845 116.3386 0.2566E+13
27.4802 3.3964 44.7875 0.2566E+13
147.2610 189.8248 89.4390 0.2566E+13
181.6648 15.3348 61.3777 0.2566E+13
103.0303 29.5070 91.3053 0.2566E+13
128.3198 36.3942 94.9286 0.2566E+13
37.7357 46.6057 136.5602 0.2566E+13
104.7024 165.9469 23.6978 0.2566E+13
128.8737 108.3496 7.5843 0.2566E+13
47.2304 143.0478 136.4137 0.2566E+13
40.7778 148.8143 118.6589 0.2566E+13
54.0893 137.2953 157.7304 0.2566E+13
125.1282 119.3012 104.5671 0.2566E+13
195.2506 126.1904 136.5332 0.2566E+13
19.9119 57.6773 176.8188 0.2566E+13
99.2636 181.9460 38.4984 0.2566E+13
185.9341 184.3557 166.9612 0.2561E+13
115.2779 160.7290 188.9611 0.2561E+13
0.5811 58.0773 129.7251 0.2561E+13
72.7817 0.1867 119.1659 0.2561E+13
114.7519 162.8154 180.6030 0.2561E+13
194.0165 86.4171 28.0920 0.2561E+13
154.5624 75.8819 49.6540 0.2561E+13
94.4019 177.9216 11.2949 0.2561E+13
156.2784 134.0404 199.3533 0.2561E+13
111.5611 137.3453 68.1679 0.2561E+13
188.7196 158.4890 46.8526 0.2561E+13
193.0580 195.4424 79.3254 0.2561E+13
14.0296 59.7565 34.3684 0.2561E+13
104.0432 81.9511 103.4327 0.2561E+13
124.7191 80.1744 84.1391 0.2561E+13
69.4634 90.0815 100.0896 0.2561E+13
64.7202 69.3466 111.1167 0.2561E+13
179.7313 199.0110 34.4634 0.2561E+13
149.1581 174.2573 27.6864 0.2561E+13
119.4394 120.0911 108.8231 0.2561E+13
155.2098 103.4798 135.6659 0.2561E+13
90.5434 51.5338 197.8955 0.2561E+13
27.4123 97.4234 176.7371 0.2561E+13
123.3760 191.1184 157.9345 0.2556E+13
112.4423 101.9949 166.4667 0.2556E+13
96.4404 179.5879 191.9116 0.2556E+13
160.9244 6.3135 188.0434 0.2556E+13
177.6335 56.4210 18.2289 0.2556E+13
176.5065 41.1546 7.5337 0.2556E+13
195.3678 49.9272 9.1384 0.2556E+13
64.7553 74.5530 53.2461 0.2556E+13
146.8037 133.8291 52.8465 0.2556E+13
43.7493 93.2995 22.8745 0.2556E+13
27.1332 43.3640 10.6144 0.2556E+13
19.8607 20.7592 33.5369 0.2556E+13
158.5186 22.4594 72.8104 0.2556E+13
121.1502 19.1837 75.4961 0.2556E+13
166.3814 60.5730 72.4822 0.2556E+13
134.0785 2.6186 2.2222 0.2556E+13
85.8900 71.7412 114.5415 0.2556E+13
168.8310 192.0832 1.8801 0.2556E+13
51.4262 181.8993 115.7627 0.2556E+13
182.1264 137.2969 101.2397 0.2556E+13
19.6064 46.4184 166.8702 0.2556E+13
168.7729 138.2077 194.5462 0.2551E+13
33.0899 175.9933 167.5929 0.2551E+13
59.8309 137.9494 197.7523 0.2551E+13
165.7307 87.7961 179.6923 0.2551E+13
173.1784 59.8949 178.1469 0.2551E+13
121.3365 96.8600 185.7559 0.2551E+13
98.8228 151.8144 7.7274 0.2551E+13
34.0140 117.2548 101.5031 0.2551E+13
76.6658 190.2715 58.7565 0.2551E+13
110.7876 94.1368 26.1517 0.2551E+13
57.6498 156.8595 12.6483 0.2551E+13
111.4608 78.7886 116.3479 0.2551E+13
139.4854 27.1581 111.0463 0.2551E+13
144.6476 18.0776 148.1461 0.2551E+13
111.6061 86.3319 145.8748 0.2551E+13
46.9057 80.5950 77.8974 0.2551E+13
170.3033 0.6761 33.9408 0.2551E+13
190.1967 190.5989 58.3363 0.2551E+13
187.4947 183.4546 72.6128 0.2551E+13
167.5723 172.2420 87.1334 0.2551E+13
47.1030 53.5968 35.4130 0.2551E+13
42.7816 25.2157 17.5286 0.2551E+13
140.5481 30.1369 59.3157 0.2551E+13
195.4940 74.4972 88.3884 0.2551E+13
154.3138 21.9102 107.0544 0.2551E+13
140.7303 159.1672 14.4926 0.2551E+13
131.4585 198.7299 20.2106 0.2551E+13
79.3665 175.5408 117.1626 0.2551E+13
148.4188 148.4561 94.8461 0.2551E+13
164.5291 86.4515 181.1114 0.2545E+13
120.2293 10.8977 159.2932 0.2545E+13
139.2593 92.5362 155.7146 0.2545E+13
108.4678 65.0572 193.4819 0.2545E+13
11.0277 149.0926 160.4116 0.2545E+13
2.5376 149.8977 82.3122 0.2545E+13
72.0712 156.5838 88.0062 0.2545E+13
85.8790 118.9822 96.8027 0.2545E+13
103.1112 56.5612 46.0195 0.2545E+13
137.3263 5.4032 45.9596 0.2545E+13
118.7324 44.9625 12.0060 0.2545E+13
149.5100 92.9085 43.4350 0.2545E+13
143.6823 21.0277 11.3638 0.2545E+13
89.7845 1.4811 62.6160 0.2545E+13
129.8011 80.5184 136.9418 0.2545E+13
158.4557 5.8301 142.3125 0.2545E+13
26.1592 29.1160 53.3554 0.2545E+13
86.5180 37.6390 31.8355 0.2545E+13
16.9038 65.3132 38.5138 0.2545E+13
113.9413 80.2699 96.2672 0.2545E+13
78.3813 69.0663 117.7195 0.2545E+13
176.2249 154.1878 26.6429 0.2545E+13
107.3838 174.3465 6.4340 0.2545E+13
188.2736 196.2579 26.5810 0.2545E+13
155.4713 112.9737 19.1127 0.2545E+13
0.2521 22.3418 24.6845 0.2545E+13
61.8866 132.6943 142.1473 0.2545E+13
61.6712 187.3710 124.5195 0.2545E+13
194.5530 155.9989 148.0817 0.2545E+13
84.3631 87.4451 170.3894 0.2545E+13
53.6104 72.7520 152.0618 0.2545E+13
73.6349 49.7658 193.5885 0.2545E+13
50.6479 101.8054 171.2281 0.2545E+13
176.3671 122.7484 158.3959 0.2540E+13
183.3655 119.5407 160.4869 0.2540E+13
30.0492 171.3043 190.6612 0.2540E+13
86.2513 150.3065 176.9282 0.2540E+13
6.6606 122.3585 69.3249 0.2540E+13
13.7242 111.2947 73.6950 0.2540E+13
19.7191 127.0019 63.9466 0.2540E+13
73.6642 147.2707 26.3116 0.2540E+13
89.3265 115.4762 3.7936 0.2540E+13
96.4720 168.3744 23.0853 0.2540E+13
129.9814 37.1414 121.3854 0.2540E+13
157.7779 37.4107 146.4618 0.2540E+13
30.4430 31.2276 58.5453 0.2540E+13
28.1079 97.6076 83.2207 0.2540E+13
141.9276 146.7954 91.5819 0.2540E+13
1.2350 169.4132 24.7179 0.2540E+13
143.9355 15.5814 102.5558 0.2540E+13
33.6869 31.2686 130.4557 0.2540E+13
176.0110 136.5119 30.4441 0.2540E+13
40.5182 182.5812 120.9696 0.2540E+13
49.5464 74.3841 156.9672 0.2540E+13
97.8562 41.4047 187.5591 0.2535E+13
42.5334 130.7812 188.3783 0.2535E+13
52.5404 129.6063 185.6302 0.2535E+13
135.5107 14.7974 162.4754 0.2535E+13
192.3136 69.0427 157.4713 0.2535E+13
168.5992 7.8293 160.0696 0.2535E+13
7.6333 123.2052 64.9530 0.2535E+13
134.1330 98.2234 91.1186 0.2535E+13
144.7518 68.3743 31.9780 0.2535E+13
118.6254 75.8413 29.6221 0.2535E+13
148.6693 91.6645 33.0226 0.2535E+13
189.2362 69.4747 32.5382 0.2535E+13
176.8219 48.4580 5.7327 0.2535E+13
116.9007 20.0436 145.8179 0.2535E+13
71.2321 35.6260 64.1520 0.2535E+13
35.0757 82.0452 57.5133 0.2535E+13
14.1022 66.8306 86.4637 0.2535E+13
79.9963 10.5286 51.0015 0.2535E+13
134.5226 146.5200 43.5656 0.2535E+13
187.9787 193.9419 54.6010 0.2535E+13
140.6883 57.0061 97.4896 0.2535E+13
165.8536 38.9159 69.4636 0.2535E+13
1.4863 90.3164 108.0231 0.2535E+13
